402:302,654,84,8,1102,354,518,542,861,301
410:4755,76,17,984,463,2880,302,226,10041,3172
448:302,616,654,58,8,84,76,518,542,650
449:17,302,616,654,70,58,8,518,650,84
450:302,654,84,76,15,29,1102,138,354,363
452:13523,5869,7264,17,1410,861,58,616,302,1023
476:17,70,302,899,1382,245,2200,76,508,650
488:17,302,616,58,518,76,1102,29,542,564
490:17,302,29,76,650,101,15,289,354,138
494:17,654,616,58,29,8,84,542,1102,564
500:17,76,302,654,84,616,58,29,564,8
514:17,76,302,616,654,58,650,8,564,542
525:302,654,84,616,70,58,1187,354,650,518
535:17,29,1102,8,354,76,650,518,6,138
536:302,654,616,58,84,76,29,8,650,736
538:302,654,1102,616,58,354,29,76,736,101
539:17,654,58,29,8,84,564,518,1102,542
564:84,76,1102,8,650,736,518,289,6,285
582:616,29,84,76,1102,518,354,138,736,301
585:17,302,654,84,29,616,58,76,70,8
590:654,29,8,354,76,650,301,736,518,866
601:226,17,302,654,76,616,58,8,866,84
618:17,226,76,302,654,616,58,564,138,650
624:17,76,508,7006,302,226,1589,84,8,518
627:83175,4671,5512,1077,7088,10071,780,311,9594,7334
628:65515,62001,61772,60645,59757,53338,45459,42813,41065,40048
632:81,17,76,429,12090,226,1276,986,616,564
633:302,654,58,8,84,518,650,76,29,564
634:3423,226,17,986,76,262,780,500,70,1884
646:17,76,1913,302,546,1995,654,70,40,564
666:10981,18920,1337,911,11590,21249,39399,16361,51099,11681
667:17,302,616,76,58,654,8,84,564,29
669:2337,500,2614,5614,2088,10291,24453,13312,10406,6916
678:17,302,654,58,8,84,518,76,1102,542
680:17,654,616,58,29,650,8,84,518,138
681:76,17,441,245,719,508,1744,710,8,616
682:1528,76,7711,2318,9783,14754,16305,9531,2275,698
683:669,866,226,29999,17974,16776,16680,10369,9681,8769
684:10493,168,2318,5738,2869,5480,719,1460,984,8860
715:4671,12861,1547,81,9435,2543,17967,8427,8867,8392
716:17,302,616,654,58,84,1102,650,861,29
741:168,8860,574,984,17,463,76,7711,1400,8733
750:8,76,1102,15,354,138,6,564,301,61
754:17,302,616,654,58,76,84,29,542,1102
756:616,84,1102,8,354,650,76,138,866,301
757:17,302,654,616,564,76,58,84,1102,8
758:17,76,302,616,15,236,58,654,1245,224
763:17,29,84,650,8,354,138,736,301,518
773:17,302,76,654,616,58,101,650,1102,736
774:17,302,8,650,76,518,84,564,6,289
775:58,1102,76,354,518,542,301,138,736,15
782:302,654,84,616,58,8,29,354,899,76
784:17,302,84,518,76,542,29,650,101,354
793:654,29,616,354,8,76,736,866,301,518
803:17,1119,6450,84,302,70,654,736,354,138
813:17,616,302,654,84,518,650,29,542,564
815:302,654,58,76,84,29,8,354,542,1102
817:29,1102,58,616,866,8,138,301,650,76
818:984,76,463,2318,5480,2642,1326,8860,1528,5738
823:17,245,76,1744,302,70,1382,94,616,8
825:654,616,58,8,29,1102,518,70,650,301
833:302,58,8,84,76,564,861,1102,354,138
835:302,654,616,58,84,518,101,76,1102,29
838:8066,6344,2715,1902,288,2265,11855,131,2328,219
844:58,29,354,76,8,736,301,518,70,6
850:866,17,302,76,354,654,254,84,29,2139
856:6,138,301,70,162,364,486,62,394,866
857:302,84,650,8,76,1102,354,138,301,518
874:302,58,84,518,29,76,301,787,508,364
891:361,17,302,654,354,76,84,29,58,70
899:17,616,302,654,8,58,76,84,518,650
900:17,2447,5598,398,8209,302,3829,24211,4126,16155
911:302,654,84,58,76,29,616,866,354,301
918:17,302,654,58,616,84,8,736,650,70
925:17,302,654,58,84,616,564,76,8,29
926:302,58,84,354,76,1102,8,650,518,542
937:302,654,616,518,58,29,354,650,736,76
949:17,302,654,76,616,58,8,866,84,29
964:2403,3207,17,970,947,302,353,899,654,10046
970:14636,2656,9093,5010,8,4300,4613,25138,84,3535
977:17,29,518,650,354,736,15,301,285,554
981:1002,4513,710,17,1744,8928,2715,3618,3506,1340
982:17,2162,875,84,1119,302,70,654,354,6450
984:17,654,84,616,58,29,8,650,76,354
992:17,76,226,508,70,780,245,302,3423,564
993:654,84,29,58,354,616,361,1102,76,138
998:17,302,616,84,654,58,76,564,650,1102
1000:17,58,84,29,8,542,518,1102,354,70
1007:17,654,29,84,8,564,542,138,6,1102
1027:168,1400,661,10267,2318,9874,760,801,76,1326
1028:17,302,616,58,518,29,354,650,76,301
1044:17,84,302,654,616,58,8,29,650,518
1045:17,58,84,8,542,76,650,518,1102,354
1049:76,40,564,17,2139,1069,81,96,2512,226
1068:17,8928,76,5975,32062,710,302,6315,1002,441
1069:654,84,29,76,8,1102,301,138,518,736
1070:17,58,616,84,518,1102,76,650,542,354
1082:84,1102,650,518,866,138,301,101,6,542
1083:21899,15141,12442,10970,10402,10288,8272,5581,4542,3582
1088:17,8,302,616,654,84,58,564,650,542
1094:616,58,29,736,301,70,6,285,899,322
1116:302,654,84,58,76,616,29,866,8,354
1121:17,654,1578,736,1372,61,2548,205,20884,7725
1125:302,654,616,84,58,76,1102,542,29,138
1127:17,302,616,654,8,58,542,518,84,15
1132:17,302,58,654,76,650,8,84,29,542
1133:354,8,76,1102,650,518,301,736,15,101
1140:302,616,58,29,84,76,8,542,518,1102
1141:17,9594,4671,1382,14259,7468,327,787,302,84
1148:17,76,12586,302,1023,70,654,508,378,226
1153:17,654,616,1102,58,518,29,76,650,354
1163:17,302,654,76,616,58,8,866,84,29
1166:17,8,616,518,302,654,15,32,542,131
1172:17,616,302,654,58,76,8,518,15,84
1192:17,302,58,616,29,1102,8,76,650,518
1204:17,302,654,616,58,29,61,15,542,650
1208:17,302,654,58,616,29,650,8,84,76
1209:17,76,564,302,70,650,226,616,8,168
1234:168,719,76,17,1400,984,574,2103,302,661
1236:17,302,616,76,8,654,58,84,32,1190
1245:302,654,1187,84,616,58,354,2162,76,8
1263:17,302,58,84,650,8,76,542,1102,518
1267:302,654,58,616,84,8,76,29,354,650
1269:4755,3107,2880,1352,23191,5624,6434,189,7831,1712
1288:398,692,138,8213,654,17,780,518,3101,542
1295:616,76,518,301,736,542,6,866,101,15
1296:17,654,58,29,84,650,76,8,1102,354
1302:17,302,616,654,76,650,29,8,84,542
1305:17,302,58,84,29,8,650,354,76,518
1342:17,84,518,302,1102,616,654,58,101,564
1382:17,302,84,654,616,8,76,58,564,518
1389:518,238,1305,13750,1871,1462,21055,6635,616,327
1391:26376,32,8213,3824,116,12442,17381,503,1109,402
1397:81,986,140,2379,226,500,1749,2967,8283,7211
1402:302,58,616,84,354,1102,650,76,8,138
1405:4697,17,302,654,76,616,58,8,866,84
1407:302,17,58,542,285,486,616,1245,495,654
1408:17,302,84,518,616,654,564,58,650,1102
1409:616,354,8,138,70,101,6,285,564,542
1412:17,302,654,84,70,58,354,616,1462,29
1413:736,6,542,289,101,15,285,861,322,162
1418:654,76,650,138,736,289,542,564,15,866
1419:4755,3172,4825,1712,23191,6434,8848,12990,5624,7880
1420:302,654,354,58,29,8,616,736,866,70
1427:17,29,84,8,518,564,15,354,1102,301
1430:17,58,302,654,8,76,84,736,518,650
1431:654,58,616,84,8,76,1102,354,650,518
1435:302,616,58,84,29,76,1102,354,61,101
1437:17,76,302,650,698,616,70,564,58,81
1441:6559,6745,21193,7211,931,508,3307,8066,354,226
1447:17,302,616,70,654,8,518,76,84,58
1448:13895,8153,2548,11973,17,1887,431,6559,1002,840
1457:17,302,616,654,70,58,650,29,542,564
1458:17,302,616,58,15,84,76,101,650,736
1469:302,58,616,84,76,354,1102,518,138,301
1477:17,302,84,518,654,616,736,76,899,58
1486:168,76,719,5357,8783,984,564,8860,1651,2265
1490:17,866,302,76,654,58,616,354,29,84
1491:302,654,58,616,84,650,1102,354,866,76
1500:302,58,84,518,76,29,354,650,1102,564
1503:654,58,616,8,354,650,76,736,301,866
1517:41065,31037,27977,26925,25138,24699,22699,20916,20806,20525
1518:17,8,84,302,4755,76,616,508,518,654
1535:302,654,58,84,650,29,542,1102,736,138
1551:616,8,650,354,736,518,542,866,70,15
1552:9095,500,1402,70,13544,4194,653,226,81,4048
1553:17,616,302,654,58,542,8,518,76,29
1559:302,654,616,29,84,76,650,354,8,1102
1560:17,302,58,518,84,15,564,61,76,29
1561:17,616,58,542,518,76,84,15,29,61
1562:654,29,616,1102,650,8,138,736,70,518
1569:986,226,2967,3756,81,5254,508,140,1888,76
1570:17,27705,302,654,84,8,58,518,29,616
1588:53,1119,84,1187,48,899,947,301,155,17
1589:654,58,84,616,354,76,1102,650,8,866
1591:17,302,654,76,616,58,8,866,84,29
1601:17,302,76,654,616,58,8,650,736,84
1602:17,302,616,654,8,84,518,15,58,508
1629:17,616,302,654,8,58,518,76,15,84
1634:9662,9095,8066,862,2265,2717,26131,15180,1462,2328
1642:302,654,58,8,1102,518,354,76,650,542
1653:17,616,302,58,654,8,84,101,76,564
1654:302,84,29,8,650,1102,518,542,138,101
1655:654,8,29,76,650,354,736,138,542,289
1668:616,29,84,650,8,76,1102,354,15,301
1681:17,58,29,84,616,866,8,650,1102,138
1703:302,84,654,616,1119,58,354,518,70,736
1721:96,245,302,58,654,61,15,4268,17,616
1727:17,302,654,616,58,650,182,81,5315,29
1728:302,58,84,616,354,1102,866,650,301,76
1745:17,302,616,654,8,84,58,245,76,518
1746:17,302,654,616,58,29,542,650,8,285
1751:302,84,654,8,58,616,76,518,29,354
1756:8,1733,302,654,1102,616,58,542,245,76
1758:17,616,302,654,58,76,650,8,542,518
1761:23824,10904,81,361,13895,1446,6379,866,3819,508
1767:58,84,354,616,1102,76,866,138,8,70
1779:17,302,654,76,616,58,8,866,84,29
1780:1772,9354,64,10503,731,140,18239,5767,14508,3309
1783:17,302,58,29,76,8,84,650,736,542
1787:616,29,518,76,354,138,301,736,101,289
1788:17,302,654,616,508,138,500,650,58,780
1794:17,616,654,302,58,15,8,518,564,84
1796:654,84,29,8,650,1102,301,542,138,15
1803:17,302,654,616,58,76,84,29,8,301
1820:1352,23191,2880,10041,17,189,6434,7457,5624,76
1821:17,518,616,8,302,654,84,58,564,15
1822:17,302,616,654,58,8,29,518,84,61
1823:17,84,650,76,6,354,138,542,289,736
1840:616,354,650,736,301,542,564,866,70,861
1841:984,463,8860,801,76,2318,1528,3211,2642,5738
1842:17,302,58,616,84,29,8,354,518,1102
1850:17,8,302,654,84,616,58,29,1102,289
1853:17,866,76,302,654,616,58,70,650,8
1854:17,654,302,8,84,542,76,650,861,101
1862:302,616,1102,650,301,736,138,866,564,542
1880:17,875,84,1119,302,654,354,736,4420,947
1883:302,654,58,8,518,76,1102,29,542,650
1890:302,654,84,58,616,8,29,76,1102,650
1891:17,302,654,58,616,29,650,84,1102,76
1893:302,616,654,58,84,76,29,15,861,61
1894:654,616,58,84,29,8,70,354,564,138
1911:29000,22420,17271,13581,13392,10348,9127,8345,5671,741
1912:17,302,654,226,8,616,76,138,58,650
1913:17,302,58,654,616,8,76,29,84,322
1930:2548,5111,197,5627,7160,8069,13995,27094,465,6754
1932:5097,17,3568,76,2139,81,890,361,866,698
1950:301,542,15,861,361,224,61,162,554,363
1951:1360,2121,1099,342,31609,17,22292,4190,6463,542
1952:17,616,84,76,1102,8,6,866,301,736
2005:302,518,29,76,1102,650,542,564,354,101
2017:13894,17,302,654,76,616,58,8,866,84
2025:5415,10075,236,17,29,17064,10007,3485,776,6766
2030:17,302,58,616,654,3423,76,226,262,650
2034:6186,9914,24432,6484,1352,533,1991,13660,4755,1002
2038:17,654,302,29,58,45,12222,15,301,6
2046:10492,13889,9101,5545,17,9289,7021,62962,3672,6503
2058:1410,1790,7869,12495,14314,3711,3013,2815,2018,327
2068:17,616,302,654,245,8,15,58,542,564
2070:84,13580,302,654,1102,616,542,2076,245,58
2071:302,616,58,518,76,650,70,354,101,736
2072:302,654,1102,354,518,616,58,29,2162,736
2074:76,17,698,81,1410,70,40,4444,5975,361
2075:302,654,84,8,76,650,542,1102,101,15
2076:17,302,654,76,616,58,8,866,84,29
2077:17,654,1102,616,29,58,76,518,138,650
2080:17,654,58,84,29,518,650,76,1102,6
2085:17,8,302,654,518,84,616,542,76,58
2097:302,616,654,84,58,564,29,1102,289,354
2112:17,866,76,302,654,84,29,70,226,301
2115:17,302,8,616,654,58,84,76,866,542
2116:17,302,1187,654,616,84,8,58,2162,650
2123:17,654,899,1102,29,58,616,8,76,48
2135:17,302,616,76,654,58,8,650,564,226
2141:31978,698,81,3423,986,2204,1069,780,4194,10071
2147:6059,17030,12462,3448,6673,10007,7682,3791,2298,22606
2154:719,17,5480,8860,1326,463,661,226,2103,5738
2160:17,302,29,84,8,76,650,518,1102,138
2162:719,661,76,5480,463,5738,1400,1528,10267,760
2170:17,302,58,542,29,8,650,76,564,15
2177:3329,2021,8973,2596,5403,1119,262,17,1164,459
2184:58,616,84,1102,354,6,8,650,76,301
2185:17,302,616,654,8,58,76,564,81,542
2187:17,302,654,76,616,58,8,866,84,29
2211:17,302,226,654,76,616,650,58,138,5111
2223:81,17,76,5812,2292,2139,70,17403,361,226
2243:17,616,302,654,8,70,58,245,76,518
2244:17,616,302,654,58,8,564,84,518,542
2247:302,654,84,58,616,650,1102,29,354,518
2250:7838,4103,25271,22159,19337,12272,11255,9417,5894,5488
2253:986,226,17,76,70,1884,262,2967,302,5767
2260:17,302,654,76,616,58,8,866,84,29
2261:302,654,616,58,1102,76,354,29,650,101
2262:17,302,654,76,616,58,8,866,84,29
2290:29,650,1102,518,542,138,6,301,15,285
2291:17,616,29,84,76,1102,8,301,542,6
2293:17,84,302,616,654,58,101,1102,76,354
2301:4032,17,429,3619,1036,1102,302,84,654,2032
2302:16229,1524,17,245,774,1728,482,361,2714,2696
2304:76,719,984,5480,463,1326,9874,1528,661,5738
2318:654,84,29,76,1102,15,564,101,289,736
2325:302,84,654,8,899,616,58,354,1102,29
2335:17,302,654,616,84,8,29,518,736,289
2343:17,302,15299,10180,13419,1787,1139,840,616,394
2346:70,17,76,81,302,616,654,986,138,354
2347:14754,322,45977,22594,15512,12748,10181,6567,5819,5178
2348:17,302,654,58,616,84,8,76,650,70
2362:17,302,654,76,616,58,8,866,84,29
2363:17,302,616,29,84,650,76,354,1102,8
2364:302,616,29,84,354,650,76,1102,8,301
2369:17,70,76,302,616,81,8,654,84,58
2373:17,84,302,616,654,1102,76,58,354,138
2381:17,302,654,58,616,29,84,8,518,76
2382:17,302,564,654,736,58,616,650,518,8
2384:17,1119,84,4420,302,70,736,947,654,354
2385:17,302,58,616,29,84,1102,354,76,650
2392:17,302,654,76,616,58,8,866,84,29
2393:17,302,84,654,616,58,8,76,508,542
2394:302,654,84,616,58,76,1102,29,301,650
2395:17,616,84,650,1102,76,8,138,289,518
2399:17,302,76,226,654,138,84,616,58,650
2405:17,302,58,654,8,542,518,15,76,650
2407:866,17,76,302,654,354,254,2139,1730,29
2408:302,654,84,58,29,866,616,354,1102,301
2419:76,398,2447,568,302,5260,500,28512,15337,840
2429:354,17,9482,361,4268,654,278,13468,9890,657
2447:29,84,354,1102,76,8,301,866,736,6
2452:22856,19626,8349,6387,2848,2265,1913,698,17,302
2453:27858,16642,16210,13396,12128,11941,11861,5523,4249,3028
2454:3107,1527,1352,76,17,2880,508,564,6434,226
2456:17,58,29,616,84,76,1102,650,354,8
2461:29,518,542,138,6,736,301,289,101,61
2464:654,354,58,616,8,76,301,736,650,518
2465:58,84,616,354,1102,866,650,301,76,8
2469:302,58,616,84,29,354,8,1102,76,542
2489:168,719,76,984,801,1326,760,5738,463,1528
2491:17,302,654,76,616,58,8,866,84,29
2499:1097,13523,302,17,58,76,29,861,1276,1274
2500:654,84,361,29,58,354,76,616,8,1102
2501:947,931,17,1539,1382,327,873,1119,7620,12266
2505:17,654,616,58,84,29,518,1102,76,650
2510:30152,1460,3307,5567,6311,76,327,301,297,17
2515:17,302,650,616,654,58,564,8,84,70
2518:5097,3568,890,76,361,17,4880,40,698,4743
2520:17,302,616,654,84,58,542,15,76,564
2521:302,654,84,616,58,8,354,29,1102,76
2524:17,302,654,58,616,84,1102,650,354,8
2536:17,302,542,76,8,84,15,518,564,6
2541:302,654,58,84,8,76,29,518,650,354
2547:17,302,654,650,616,58,29,76,1245,84
2553:31598,16881,822,5254,5545,2068,21091,14109,13261,946
2558:17,76,661,5557,1528,10267,81,616,58,70
2560:58,616,84,29,1102,76,354,301,289,736
2563:302,654,58,84,650,29,76,15,564,861
2573:58,616,29,84,76,8,1102,354,138,518
2591:17,302,616,654,58,76,29,8,542,84
2596:17,302,84,616,654,518,58,1102,29,650
2597:3423,17,780,262,2241,76,226,3137,500,986
2601:17,302,58,29,84,616,1102,354,866,301
2604:17,8167,226,76,3423,70,986,2967,262,12332
2611:302,654,84,354,58,616,8,1119,899,29
2612:17,302,654,58,542,15,518,861,76,29
2615:29,84,8,650,76,1102,354,518,542,301
2625:17,226,302,76,654,138,84,899,354,1462
2626:302,616,84,354,76,518,301,138,736,6
2634:17,654,58,302,616,8213,101,8,518,409
2636:654,58,84,29,616,354,1102,650,76,8
2639:17,302,70,654,616,508,1551,518,84,15
2650:10451,4308,2123,17,289,12968,3373,2021,3834,13789
2661:1405,245,239,1099,960,1245,1471,2121,4268,11633
2663:17,84,302,899,908,8,931,654,354,70
2666:17,616,302,58,654,650,542,29,76,8
2676:654,3244,1567,1168,10279,616,17,162,302,289
2689:17,302,654,616,58,76,8,650,542,84
2693:790,10408,650,508,17,8,5303,2566,1220,1558
2708:17,302,654,616,58,8,84,650,564,29
2709:17,245,616,654,518,8,542,15,302,61
2713:17,8,616,302,84,654,58,542,245,76
2715:984,1400,661,2153,760,9874,801,2318,10267,76
2716:500,13400,1460,5381,3789,3137,550,236,81,986
2727:58,29,84,616,354,1102,301,650,76,8
2730:17,616,654,58,84,8,542,518,76,29
2731:29,616,84,354,1102,76,650,8,866,301
2734:564,76,4017,1069,736,2414,698,236,40,10749
2735:1527,3107,1712,8848,3172,4825,17,12990,84,518
2737:17,654,302,58,70,84,301,616,138,650
2745:17,302,654,76,354,84,29,70,138,58
2746:901,698,76,40,508,2414,10236,8199,3105,8529
2748:5287,7320,5117,32274,1003,327,6793,14852,11884,4908
2756:302,654,616,58,84,650,29,76,8,866
2760:29,84,76,1102,650,138,301,8,736,6
2776:17,302,654,76,616,58,8,866,84,29
2799:8928,4513,17,1002,6315,3618,710,76,1340,16465
2802:302,654,84,58,616,29,866,354,76,1102
2803:11718,14237,670,347,17,302,654,76,616,58
2804:17,224,302,654,354,650,616,58,84,76
2805:3014,3191,58,4707,873,37533,616,931,1099,496
2812:302,654,8,29,354,650,76,736,301,138
2815:8252,984,463,1682,12136,3191,1400,8860,6411,719
2827:8964,17390,7059,2428,13510,132,6582,17,699,861
2831:654,84,58,29,8,76,354,138,301,866
2846:302,654,616,84,518,29,76,101,1102,650
2848:17,654,616,29,76,8,84,650,518,289
2853:5738,38736,27420,5550,3081,1867,1081,698,262,11243
2854:302,84,654,1119,70,354,736,1102,616,29
2857:17,302,4797,654,650,353,94,1476,29,84
2858:17,84,29,1102,76,650,354,6,736,542
2861:5975,4049,4478,533,17,1002,1410,245,76,302
2871:189,4755,1527,3107,2880,378,2715,1002,10041,13660
2907:302,654,84,58,616,354,866,1102,76,650
2912:226,76,70,17,1435,508,375,1382,3789,1023
2914:17,302,654,58,8,1102,76,518,542,650
2924:2028,1002,226,76,168,17,710,81,931,4696
2925:15337,7851,2139,168,76,11973,4755,81,17,1352
2947:3969,385,262,175,23124,9979,9417,3186,3153,2275
2951:11919,1184,285,3,17,9538,7800,7682,966,866
2959:17,225,302,616,654,76,224,650,8,84
2960:17,302,654,8,616,84,76,518,58,899
2963:17,616,654,302,58,564,8,84,76,518
2965:698,17317,986,2512,14885,76,13660,5254,650,719
2967:302,654,616,58,8,84,76,29,518,564
2970:17,616,302,654,58,8,650,76,84,29
2977:17,302,378,654,84,616,8,58,29,518
2981:29,84,650,1102,8,76,301,518,736,866
2989:17,302,48,654,76,1187,616,84,58,650
2990:22420,29000,13581,16717,13392,866,361,5538,2869,2337
3002:17,302,654,76,616,58,8,866,84,29
3004:168,984,8860,463,1326,1400,801,5480,76,9874
3011:35273,21556,15928,14246,13750,13396,12471,8191,7471,7029
3013:17,70,226,76,4755,508,302,654,354,8
3037:17,302,654,76,616,58,8,866,84,29
3038:247,6503,7021,10492,17567,84,8,16258,17,17448
3044:302,654,58,84,616,29,76,650,8,354
3070:17,302,564,654,650,616,866,58,70,361
3081:17,302,654,354,58,616,84,76,650,29
3100:302,616,29,84,76,354,736,8,650,1102
3102:984,168,14754,719,574,135,1400,5480,2153,760
3105:17,302,654,58,8,84,650,861,29,518
3107:17,70,76,616,302,654,500,2967,140,138
3110:17,302,616,654,58,8,245,76,508,518
3111:302,654,58,616,84,29,8,650,76,354
3113:17,13832,225,302,654,76,616,224,650,62
3121:8,70,361,101,6,564,542,15,861,899
3125:17,302,654,58,616,84,354,70,29,1102
3126:17,302,654,76,616,58,8,866,84,29
3129:302,616,29,84,8,76,542,518,354,1102
3139:361,17,302,654,354,76,84,29,58,70
3144:17,76,84,518,302,616,654,58,564,1102
3152:17,616,302,8,654,58,76,650,542,518
3166:17,302,654,76,616,58,8,866,84,29
3167:76,17,564,302,654,616,70,361,508,58
3169:302,654,616,8,58,84,518,542,301,15
3170:17,76,302,616,58,650,654,8,564,84
3172:17,302,616,58,654,542,29,736,8,554
3176:58,616,84,650,354,76,1102,138,866,8
3183:17,654,29,58,616,76,84,138,70,650
3184:5145,1784,10175,535,17,857,7418,1902,2715,866
3193:58,8,76,518,354,138,6,289,285,61
3195:17,84,302,8,908,654,899,616,518,245
3220:84,616,1102,866,650,76,138,8,736,361
3229:17,302,616,654,58,2369,301,8,84,29
3234:302,1102,654,518,354,616,58,29,866,301
3237:2453,952,224,352,2155,1790,168,17,302,654
3238:17,616,302,8,76,654,1190,119,58,32
3239:17,58,29,616,84,1102,650,354,76,8
3246:533,603,11681,13341,8772,51099,5319,911,311,2543
3258:17,654,58,8,84,29,76,542,1102,564
3263:17,302,58,654,616,76,29,8,780,3423
3264:17,302,654,76,616,58,8,866,84,29
3277:76,168,719,17,6387,698,361,866,2139,2318
3279:17,302,361,654,616,58,84,564,650,29
3295:1730,81,17,76,5812,2292,2139,5097,361,986
3305:805,5726,22801,28166,3522,2139,18892,33223,500,4979
3306:6901,1651,4146,10692,28389,4110,6117,76,11653,8129
3308:17,616,302,65,654,542,76,650,32,58
3309:302,616,84,29,650,76,518,542,354,861
3319:17,302,654,76,616,58,8,866,84,29
3320:3196,2548,197,6754,10541,14793,13995,8069,7160,5111
3328:58,29,616,84,354,1102,138,650,76,8
3329:17,429,12090,26360,76,616,654,302,861,361
3335:654,58,84,616,1102,354,650,76,8,866
3346:17,245,616,58,302,8,542,654,518,787
3352:17,302,654,616,58,76,354,84,8,29
3353:17,302,654,564,58,616,650,866,84,361
3360:302,654,84,616,58,354,29,8,866,76
3374:17,616,654,58,302,29,8,15,650,542
3376:17,226,302,654,76,616,58,3423,138,780
3383:70,17,138,302,654,84,226,354,866,29
3386:12253,17,4203,14750,776,14336,302,8197,10682,76
3411:17,654,302,616,58,29,76,650,84,226
3412:6921,2051,1007,16258,12039,1355,17,302,654,76
3413:17,302,8,654,616,84,76,1744,58,518
3416:4755,1352,2880,10041,189,4568,1923,4825,3172,7831
3419:17,654,616,29,650,84,76,8,138,6
3421:17,84,8,76,650,354,861,301,518,6
3423:17,76,650,302,58,8,616,564,84,70
3426:17,616,58,302,654,542,8,101,6,29
3428:17,302,654,58,8,84,650,542,101,1102
3429:302,654,84,76,354,650,8,1102,301,138
3431:1730,2139,683,76,17,302,654,616,58,8
3432:17,302,564,650,654,58,616,866,361,736
3450:17,76,698,564,70,302,986,616,2265,81
3453:168,719,661,760,5480,463,2642,1326,1528,9874
3475:17,2030,302,654,616,58,542,245,301,8
3478:84,650,8,1102,736,301,518,289,6,15
3479:17,650,654,378,3250,7682,2031,3062,302,616
3480:17,302,654,616,29,76,650,84,8,301
3490:17,84,542,1102,6,354,138,289,736,301
3500:654,616,58,84,8,29,650,518,542,354
3514:302,616,29,84,8,650,354,1102,518,301
3529:17,302,654,76,616,58,8,866,84,29
3546:17,58,302,654,861,591,8,650,76,84
3547:302,654,616,84,29,76,8,1102,354,301
3551:226,669,7669,81,76,8686,801,168,5738,11467
3557:168,719,984,1400,76,5480,8860,2642,8733,5738
3572:138,17,3360,1069,901,238,76,302,654,616
3579:17,29,58,354,616,8,650,138,866,76
3580:17,3423,76,780,3137,226,500,2241,58,70
3593:17,654,616,84,58,29,76,1102,518,138
3599:81,17,76,698,40,616,5663,302,564,2139
3609:17,302,654,361,84,616,29,58,354,76
3610:17,302,76,654,8,1102,616,138,354,736
3613:986,901,2139,70,226,17,2512,2548,698,76
3628:17,616,76,327,542,650,62,654,58,902
3656:17,654,616,58,29,84,76,8,650,138
3657:17,58,84,616,1102,354,650,76,866,138
3663:58,1102,542,76,650,354,564,301,736,70
